context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,n_gen,n_gen_sizing,mode,feasible,best_economy,gap,n_repair,n_total,wall_s
0,6.0,20.0,241.3288087904857,de,reparam,100,3,100,87,scale+thin,1,241.5327746172469,0.0008451781110736523,71,171,0.037671574000000874
0,6.0,20.0,241.3288087904857,de,reparam,100,4,100,86,none,1,254.1750011551093,0.053231076840793756,0,100,0.09971755500009749
0,6.0,20.0,241.3288087904857,de,reparam,100,4,100,86,scale,1,253.89135080217457,0.052055708038551085,18,118,0.007144426999957432
0,6.0,20.0,241.3288087904857,de,reparam,100,4,100,86,scale+thin,1,253.89135080217457,0.052055708038551085,18,118,0.007397153000056278
0,6.0,20.0,241.3288087904857,de,reparam,400,0,400,347,none,1,241.67033363757346,0.0014151847381977944,0,400,0.39649721600005705
0,6.0,20.0,241.3288087904857,de,reparam,400,0,400,347,scale,1,241.32490230174315,-1.6187411532531115e-05,18,418,0.008215947000053347
0,6.0,20.0,241.3288087904857,de,reparam,400,0,400,347,scale+thin,1,241.32490230174315,-1.6187411532531115e-05,18,418,0.008883964999995442
0,6.0,20.0,241.3288087904857,de,reparam,400,1,400,352,none,1,258.0842559975665,0.0694299503281739,0,400,0.4309541039999658
0,6.0,20.0,241.3288087904857,de,reparam,400,1,400,352,scale,1,253.89163486015772,0.05205688509646045,18,418,0.014630263000071864
0,6.0,20.0,241.3288087904857,de,reparam,400,1,400,352,scale+thin,1,253.89163486015772,0.05205688509646045,18,418,0.009223154999972394
0,6.0,20.0,241.3288087904857,de,reparam,400,2,400,349,none,1,257.4164770413894,0.066662858576783,0,400,0.40631820299995525
0,6.0,20.0,241.3288087904857,de,reparam,400,2,400,349,scale,1,257.127779057647,0.06546657378513587,18,418,0.008672884000020531
0,6.0,20.0,241.3288087904857,de,reparam,400,2,400,349,scale+thin,1,255.42940946496535,0.05842899878033769,72,472,0.04688502500005143
0,6.0,20.0,241.3288087904857,de,reparam,400,3,400,345,none,1,241.68486414249685,0.0014753951415731326,0,400,0.391893591999974
0,6.0,20.0,241.3288087904857,de,reparam,400,3,400,345,scale,1,241.32473151908124,-1.689508776392401e-05,18,418,0.004843703999995341
0,6.0,20.0,241.3288087904857,de,reparam,400,3,400,345,scale+thin,1,241.32473151908124,-1.689508776392401e-05,18,418,0.009771323999984816
0,6.0,20.0,241.3288087904857,de,reparam,400,4,400,347,none,1,241.6984220994571,0.0015315755745195503,0,400,0.4268759769998951
0,6.0,20.0,241.3288087904857,de,reparam,400,4,400,347,scale,1,241.32358775514774,-2.163452993508841e-05,18,418,0.00885620500002915
0,6.0,20.0,241.3288087904857,de,reparam,400,4,400,347,scale+thin,1,241.32358775514774,-2.163452993508841e-05,18,418,0.013378315000068142
0,6.0,20.0,241.3288087904857,ga,raw,10,0,10,0,none,1,800.5371211795806,2.3172049586279706,0,10,0.016910295000002407
0,6.0,20.0,241.3288087904857,ga,raw,10,0,10,0,scale,1,309.5959015603972,0.282879997262071,18,28,0.019677849000004244
0,6.0,20.0,241.3288087904857,ga,raw,10,0,10,0,scale+thin,1,253.89131115127685,0.05205554373617094,69,79,0.049188688000072034
0,6.0,20.0,241.3288087904857,ga,raw,10,1,10,0,none,1,850.9273407816314,2.5260081257865092,0,10,0.014614593000032983
0,6.0,20.0,241.3288087904857,ga,raw,10,1,10,0,scale,1,262.3632211302715,0.08716080125372527,18,28,0.008834219999926063
